resultID,studyName,riskFactorName,severity,severityLowerBound,severityUpperBound,severitypValue,severitySignificance,severityAdjusted,severityCalculated
e9c5e5ab903b,"Characteristics and outcomes of a cohort of SARS-CoV-2 patients in the Province of Reggio",COPD,"HR 1.9",1.4,2.5,,Significant,"Not Adjusted",Extracted
fd845c13d111,"Characteristics and outcomes of a cohort of SARS-CoV-2 patients in the Province of Reggio","Overweight or obese","HR 1.4",0.9,2.0,,"Not Significant","Not Adjusted",Extracted
12b0859bac33,"Characteristics and Outcomes of COVID-19 Patients in New York City's Public Hospital System",Cancer,,,,,,,
15ad88c645ff,"Characteristics and Outcomes of COVID-19 Patients in New York City's Public Hospital System","Overweight or obese",,,,,,,
201d276fb37d,"Characteristics and Outcomes of COVID-19 Patients in New York City's Public Hospital System",Diabetes,,,,,,,
3d8ecc5002f3,"Characteristics and Outcomes of COVID-19 Patients in New York City's Public Hospital System",Asthma,,,,,,,
3e96afe854d6,"Characteristics and Outcomes of COVID-19 Patients in New York City's Public Hospital System","Chronic liver disease",,,,,,,
3f7b6ca6ee27,"Characteristics and Outcomes of COVID-19 Patients in New York City's Public Hospital System","Race_ Black vs",,,,,,,
556e4450d194,"Characteristics and Outcomes of COVID-19 Patients in New York City's Public Hospital System","Ethnicity_ Hispanic vs",,,,,,,
967d797a3855,"Characteristics and Outcomes of COVID-19 Patients in New York City's Public Hospital System","Heart Failure",,,,,,,
a6c4ad3f1ada,"Characteristics and Outcomes of COVID-19 Patients in New York City's Public Hospital System","Male gender",,,,,,,
a871bff1180e,"Characteristics and Outcomes of COVID-19 Patients in New York City's Public Hospital System","Chronic kidney disease",,,,,,,
c2784e5a2df8,"Characteristics and Outcomes of COVID-19 Patients in New York City's Public Hospital System","Immune system disorders",,,,,,,
ce59e4dde423,"Characteristics and Outcomes of COVID-19 Patients in New York City's Public Hospital System",Hypertension,,,,,,,
e01166cc1ee3,"Characteristics and Outcomes of COVID-19 Patients in New York City's Public Hospital System",COPD,,,,,,,
e54384a38795,"Characteristics and Outcomes of COVID-19 Patients in New York City's Public Hospital System","Heart Disease",,,,,,,
e79ea9233b69,"Characteristics and Outcomes of COVID-19 Patients in New York City's Public Hospital System","Race_ Asian vs",,,,,,,
0188dbff6232,"Characteristics and outcomes of patients hospitalized for COVID-19 and cardiac disease in Northern Italy",Diabetes,,,,,,,Diabetes
6aa303c9ddd5,"Characteristics and outcomes of patients hospitalized for COVID-19 and cardiac disease in Northern Italy","Heart Failure",,,,,,,"Heart failure"
9b0de6e8b11e,"Characteristics and outcomes of patients hospitalized for COVID-19 and cardiac disease in Northern Italy","Heart Disease",,,,,,,"Cardiovascular disease"
a20c39e73f2f,"Characteristics and outcomes of patients hospitalized for COVID-19 and cardiac disease in Northern Italy","Overweight or obese",,,,,,,Obesity
cd8651879052,"Characteristics and outcomes of patients hospitalized for COVID-19 and cardiac disease in Northern Italy",Hypertension,,,,,,,Hypertension
ff7d5a9ac402,"Characteristics and outcomes of patients hospitalized for COVID-19 and cardiac disease in Northern Italy","Chronic kidney disease",,,,,,,"Chronic kidney disease"
0b7b7366e234,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort","Male gender",,,,,,,
15e308420876,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort","Male gender",,,,,,,
19cacc7805a2,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort","Autoimmune disorders",,,,,,,
2b68b6628e93,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort","Male gender","OR 2.69",2.05,3.54,0,Significant,"Not Adjusted",Calculated
356b1d33f8c6,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort","Overweight or obese",,,,,,,
4289bc08abe8,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort","Cerebrovascular disease",,,,,,,
54d8820675e4,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort","Heart Disease","OR 0.96",0.71,1.29,0.78,"Not Significant","Not Adjusted",Calculated
5e80105da12d,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort",Diabetes,,,,,,,
64ca2027cc72,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort","Chronic respiratory diseases","OR 0.79",0.58,1.08,0.14,"Not Significant","Not Adjusted",Calculated
6542ac5f6637,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort","Chronic respiratory diseases",,,,,,,
772538c1f248,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort",Cancer,"OR 1.17",0.85,1.6,0.33,"Not Significant","Not Adjusted",Calculated
78d8dd255bb7,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort",Hypertension,"OR 1.08",0.85,1.39,0.52,"Not Significant","Not Adjusted",Calculated
81856b0326ff,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort","Cerebrovascular disease","OR 0.60",0.39,0.9,0.01,Significant,"Not Adjusted",Calculated
81c85fb90a2b,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort","Overweight or obese","OR 0.99",0.68,1.44,0.95,"Not Significant","Not Adjusted",Calculated
94e56da6f7bb,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort",Dementia,,,,,,,
b28ff63885d5,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort","Heart Failure",,,,,,,
b934c2fdbc21,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort",Drinking,"OR 0.96",0.55,1.68,0.89,"Not Significant","Not Adjusted",Calculated
bc1ae2326e3a,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort","Chronic liver disease","OR 1.16",0.6,2.23,0.66,"Not Significant","Not Adjusted",Calculated
c77db4382d43,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort","Heart Disease",,,,,,,
dd3b45eb86ba,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort",Drinking,,,,,,,
e2f64aa7a095,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort",Diabetes,"OR 1.34",1.0,1.8,0.05,Significant,"Not Adjusted",Calculated
e606cf355967,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort",Dementia,,,,,,,
ecd9b9e04c4c,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort",Hypertension,,,,,,,
eea3fa58b9bb,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort","Chronic liver disease",,,,,,,
f4d3fb19a2b4,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort",Cancer,,,,,,,
fc73f0716ee4,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort","Heart Failure","OR 0.38",0.22,0.66,0,Significant,"Not Adjusted",Calculated
ff4860df8073,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort","Autoimmune disorders","OR 0.84",0.51,1.38,0.5,"Not Significant","Not Adjusted",Calculated
df81d6c366dc,"Characteristics of COVID-19 infection in Beijing","Male gender","OR: 1.48",0.78,2.81,0.23,"Not Significant","Not Adjusted",Calculated
2de5c1480374,"Characteristics of patients with COVID-19 during epidemic ongoing outbreak in Wuhan, China","Chronic respiratory diseases",,,,,,,
d946414031dd,"Characteristics of patients with COVID-19 during epidemic ongoing outbreak in Wuhan, China","Smoking Status",,,,,,,
b76ef8c7bfb7,"Characterization and Clinical Course of 1000 Patients with COVID-19 in New York: retrospective case series","Chronic kidney disease","OR 0.79",0.51,1.24,0.31,"Not Significant","Not Adjusted",Calculated
7e3d6ff42b09,"Characterization of clinical progression of COVID-19 patients in Shenzhen, China",Hypertension,"OR 4.64",2.5,8.62,<0.01,Significant,"Not Adjusted",Calculated
26fa283328f2,"Chronic obstructive pulmonary disease is associated with severe coronavirus disease 2019 (COVID-19)",COPD,"OR 5.69",2.49,13.0,,Significant,"Not Adjusted",Extracted
240d0267dac7,"Clinical characteristics and outcomes of 112 cardiovascular disease patients infected by 2019-nCoV","Heart Failure",,,,,,,
fc7188322948,"Clinical Characteristics and Outcomes of Hospitalized and Critically Ill Children and Adolescents with Coronavirus Disease 2019 (COVID-19) at a Tertiary Care Medical Center in New York City","Male gender","OR 0.70",0.18,2.66,0.6,"Not Significant","Not Adjusted",Calculated
5aa2a5e02f9e,"Clinical Characteristics and Outcomes of Patients With Diabetes and COVID-19 in Association With Glucose-Lowering Medication",Age,AOR=1.02,1.01,1.03,,Significant,Adjusted,Extracted
983bb0e971f2,"Clinical Characteristics and Outcomes of Patients With Diabetes and COVID-19 in Association With Glucose-Lowering Medication",Age,OR=1.04,1.03,1.05,,Significant,"Not Adjusted",Extracted
48e9f0e33967,"Clinical Characteristics and Outcomes of Patients With Diabetes and COVID-19 in Association With Glucose-Lowering Medication.","Heart Disease",OR=3.63,2.17,6.07,,Significant,"Not Adjusted",Extracted
78e0a7707819,"Clinical Characteristics and Outcomes of Patients With Diabetes and COVID-19 in Association With Glucose-Lowering Medication.",Diabetes,OR=2.21,1.5,3.26,,Significant,"Not Adjusted",Extracted
9388d79d6e0c,"Clinical Characteristics and Outcomes of Patients With Diabetes and COVID-19 in Association With Glucose-Lowering Medication.","Chronic kidney disease",OR=7.23,2.82,18.57,,Significant,"Not Adjusted",Extracted
cb6c5bf49a62,"Clinical Characteristics and Outcomes of Patients With Diabetes and COVID-19 in Association With Glucose-Lowering Medication.","Chronic respiratory diseases",OR=2.48,0.96,6.4,0.06,"Not Significant","Not Adjusted",Extracted
f14e9fbe92ae,"Clinical Characteristics and Outcomes of Patients With Diabetes and COVID-19 in Association With Glucose-Lowering Medication.",Hypertension,OR=2.50,1.86,3.37,,Significant,"Not Adjusted",Extracted
29c301f7d0c9,"Clinical characteristics and outcomes of patients with severe covid-19 with diabetes",Hypertension,,,,,,,
696e9823f7c6,"Clinical characteristics and outcomes of patients with severe covid-19 with diabetes",Diabetes,,,,,,,
dd47e3e5ebff,"Clinical characteristics and prognosis in cancer patients with COVID-19: A single center's retrospective study","Male gender","OR 0.7",0.19,2.58,0.59,"Not Significant","Not Adjusted",Calculated
434c02ec5d2e,"Clinical Characteristics and Risk Factors for Mortality of COVID-19 Patients With Diabetes in Wuhan, China: A Two-Center, Retrospective Study","Male gender",,,,,,,
602769384d38,"Clinical Characteristics and Risk Factors for Mortality of COVID-19 Patients With Diabetes in Wuhan, China: A Two-Center, Retrospective Study",Diabetes,,,,,,,
02bbcbb5edf9,"Clinical Characteristics and Risk Factors for Mortality of COVID-19 Patients With Diabetes in Wuhan, China: A Two-Center, Retrospective Study.","Chronic respiratory diseases",,,,,,,
47fea82b8c1d,"Clinical Characteristics and Risk Factors for Mortality of COVID-19 Patients With Diabetes in Wuhan, China: A Two-Center, Retrospective Study.","Cerebrovascular disease",,,,,,,
df5cc9167df2,"Clinical Characteristics and Risk Factors for Mortality of COVID-19 Patients With Diabetes in Wuhan, China: A Two-Center, Retrospective Study.",Hypertension,,,,,,,
f6e23fb0db6b,"Clinical Characteristics and Risk Factors for Mortality of COVID-19 Patients With Diabetes in Wuhan, China: A Two-Center, Retrospective Study.","Heart Disease",,,,,,,
